,Company,TypeName,Inches,Screen Resolution,X_res,Y_res,Full HD,Quad HD+,4K Ultra HD,IPS,Touch Screen,CPU Name,CPU Freq (GHz),RAM (GB),HDD,SSD,Flash Storage,GPU,OS,Weight (kg),Price
641,Lenovo,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,16,0,512,0,Intel HD Graphics,Windows 10,1.14,130536.00000000009
642,Asus,Gaming,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,8,1000,0,0,Nvidia GeForce GTX,No OS,2.5,62284.31999999998
643,Acer,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,4,500,0,0,Intel HD Graphics,Windows 10,2.4,23975.99999999998
644,Lenovo,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.6,4,0,0,32,Intel HD Graphics,Windows 10,1.43,14598.71999999999
645,Acer,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.8,48964.320000000036
646,Razer,Gaming,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,0,256,0,Nvidia GeForce GTX,Windows 10,1.95,138474.72000000003
647,Toshiba,Notebook,13.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,8,0,256,0,Intel HD Graphics,Windows 10,1.2,64628.63999999995
648,Lenovo,Ultrabook,12.5,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,8,0,256,0,Intel HD Graphics,Windows 10,1.36,84395.51999999995
649,Asus,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,32,0,512,0,Nvidia GeForce GTX,Windows 10,3.8,149130.71999999994
650,Acer,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,1000,0,0,Nvidia GeForce GTX,Linux,2.4,37775.51999999997
651,Dell,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,1.6,8,0,256,0,Intel UHD Graphics,Windows 10,1.2,77250.672
652,MSI,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.2,63499.10399999996
653,HP,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,4,500,0,0,Intel HD Graphics,No OS,1.86,19441.871999999996
654,Toshiba,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,500,0,0,Intel HD Graphics,Windows 10,2.0,56689.92000000001
655,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,1.8,8,0,256,0,AMD Radeon,Windows 10,2.2,48964.320000000036
656,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,1.8,16,2000,256,0,AMD Radeon,Windows 10,2.2,60472.800000000025
657,Lenovo,Gaming,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.6,8,1000,128,0,Nvidia GeForce GTX,Windows 10,3.31,63722.87999999998
658,Dell,Gaming,17.3,3840x2160,3840,2160,0,0,1,1,0,Intel Core i7,2.8,32,1000,512,0,Nvidia GeForce GTX,Windows 10,4.42,167691.8736000001
659,Dell,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.4,8,0,256,0,Intel HD Graphics,Windows 10,1.56,65481.11999999997
660,Lenovo,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.1,4,500,0,0,Intel HD Graphics,Windows 10,2.2,22324.320000000014
661,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,4,500,0,0,Intel HD Graphics,Windows 10,2.2,28504.799999999992
662,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i3,2.0,6,1000,0,0,AMD Radeon,Windows 10,2.04,28717.920000000013
663,MSI,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.7,79215.10560000001
664,Toshiba,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.1,4,0,128,0,Intel HD Graphics,Windows 10,2.1,26533.439999999995
665,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,1000,0,0,Intel HD Graphics,Windows 10,2.06,50882.399999999965
666,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,1000,0,0,AMD Radeon,Windows 10,2.1,39693.600000000006
667,Toshiba,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,2.0,67026.24000000003
668,Acer,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,4,0,128,0,Intel HD Graphics,Linux,2.1,21951.360000000004
669,Microsoft,Ultrabook,13.5,2256x1504,2256,1504,0,1,0,0,1,Intel Core i7,2.8,8,0,256,0,Intel Iris,Windows 10 S,1.252,99519.04800000007
670,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,1000,128,0,AMD Radeon,Windows 10,1.9,43580.37599999997
671,Lenovo,2 in 1 Convertible,13.3,1920x1080,1920,1080,1,0,0,1,1,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.3,55091.51999999995
672,Lenovo,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,AMD E-Series,2.2,4,0,128,0,AMD Radeon,Windows 10,2.2,18594.719999999998
673,HP,2 in 1 Convertible,14.0,1920x1080,1920,1080,1,0,0,1,1,Intel Core i3,2.4,4,0,128,0,Nvidia GeForce MX,Windows 10,1.63,37242.719999999994
674,MSI,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,1000,256,0,Nvidia GeForce GTX,Windows 10,2.4,68944.31999999996
675,Asus,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.1,60472.800000000025
676,HP,2 in 1 Convertible,11.6,1366x768,1366,768,1,0,0,0,1,Intel Celeron Dual,1.1,8,0,0,64,Intel HD Graphics,Chrome OS,1.4,26373.6
677,LG,Ultrabook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,1.8,8,0,512,0,Intel HD Graphics,Windows 10,1.09,122490.72
678,Acer,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,16,0,256,0,Nvidia GeForce GTX,Windows 10,2.5,69210.71999999994
679,MSI,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Nvidia GeForce GTX,Windows 10,2.2,53168.11200000001
680,Asus,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.1,4,0,128,0,Intel HD Graphics,Windows 10,1.86,22324.320000000014
681,Dell,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,16,1000,128,0,Nvidia GeForce GTX,Windows 10,3.21,109277.27999999996
682,HP,Notebook,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i3,2.0,4,0,256,0,AMD Radeon,Windows 10,2.5,37242.719999999994
683,Lenovo,2 in 1 Convertible,13.3,1920x1080,1920,1080,1,0,0,1,1,Intel Core i7,1.8,8,0,512,0,Intel UHD Graphics,Windows 10,1.19,79866.72000000007
684,Dell,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.9,16,1000,256,0,Nvidia GeForce GTX,Windows 10,3.49,149916.6
685,HP,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,4,500,0,0,AMD Radeon,Windows 10,1.86,32639.86080000002
686,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,4,1000,0,0,AMD Radeon,Windows 10,2.2,29073.297599999994
687,HP,Notebook,17.3,1920x1080,1920,1080,1,0,0,1,0,AMD A-Series,2.4,6,2000,0,0,AMD Radeon,Windows 10,2.65,30316.320000000025
688,Lenovo,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.6,4,500,0,0,Intel HD Graphics,Windows 10,2.1,16943.04
689,Acer,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.6,4,0,0,32,Intel HD Graphics,Chrome OS,1.45,19980.000000000015
690,Lenovo,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,4,0,256,0,Intel HD Graphics,Windows 10,1.7,37242.719999999994
691,HP,Workstation,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,500,0,0,Nvidia Quadro,Windows 10,3.14,101657.70719999993
692,Lenovo,2 in 1 Convertible,14.0,2560x1440,2560,1440,0,1,0,0,1,Intel Core i7,2.7,8,0,256,0,Intel HD Graphics,Windows 10,1.42,137995.2000000001
693,Toshiba,Notebook,13.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.5,51841.439999999995
694,Acer,Netbook,11.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.6,4,0,0,32,Intel HD Graphics,Windows 10,1.4,14332.320000000012
695,Lenovo,2 in 1 Convertible,14.0,1920x1080,1920,1080,1,0,0,0,1,Intel Core i7,2.7,16,0,512,0,Intel HD Graphics,Windows 10,1.38,93186.72000000002
696,Asus,2 in 1 Convertible,12.5,1920x1080,1920,1080,1,0,0,0,1,Intel Core M,0.9,4,0,0,64,Intel HD Graphics,Chrome OS,1.2,35644.319999999985
697,Toshiba,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,0,1,Intel Core i7,2.5,16,0,512,0,Intel HD Graphics,Windows 10,1.36,100006.55999999997
698,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,4,500,0,0,AMD Radeon,Windows 10,2.1,36709.920000000006
699,Dell,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,1000,0,0,Nvidia GeForce GTX,Windows 10,2.56,43636.320000000014
700,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,AMD A-Series,2.9,4,0,256,0,AMD Radeon,Windows 10,2.2,21258.719999999987
701,Lenovo,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,AMD A-Series,3.6,8,1000,0,0,AMD Radeon,Windows 10,2.2,22857.11999999998
702,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,4,2000,0,0,Intel HD Graphics,Windows 10,2.1,33110.85599999999
703,Lenovo,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,4,500,0,0,Intel HD Graphics,No OS,1.9,23975.99999999998
704,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,2.18,42357.59999999997
705,Acer,2 in 1 Convertible,13.3,1920x1080,1920,1080,1,0,0,1,1,Intel Core i5,1.6,8,0,256,0,Intel UHD Graphics,Windows 10,1.6,53226.71999999997
706,Lenovo,Workstation,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.5,16,0,512,0,Nvidia Quadro,Windows 7,2.18,98834.4
707,Lenovo,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,8,0,256,0,Intel HD Graphics,Windows 10,1.8,63456.47999999998
708,HP,Notebook,17.3,1920x1080,1920,1080,1,0,0,1,0,AMD A-Series,2.5,6,2000,0,0,AMD Radeon,Windows 10,2.71,34898.932800000024
709,Lenovo,Gaming,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.5,66546.72
710,Dell,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.8,8,0,256,0,Nvidia GeForce MX,Linux,1.64,58021.91999999995
711,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,1000,0,0,Intel HD Graphics,Linux,1.98,38681.27999999999
712,Asus,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Celeron Dual,1.1,4,0,0,32,Intel HD Graphics,Windows 10,1.5,15877.439999999988
713,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.6,16,0,512,0,Intel HD Graphics,Windows 10,1.93,76012.44479999994
714,Lenovo,Notebook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,0,256,0,Nvidia GeForce MX,Windows 10,1.87,45664.68960000002
715,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.6,8,0,256,0,Intel HD Graphics,Windows 10,1.9,62817.12000000002
716,Lenovo,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,AMD A-Series,2.0,4,500,0,0,AMD Radeon,Windows 10,2.19,15877.439999999988
717,Mediacom,Notebook,14.0,1920x1200,1920,1200,0,1,0,1,0,Intel Atom,1.92,4,32,0,0,Intel HD Graphics,Windows 10,1.4,14119.199999999997
718,HP,Notebook,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,0,256,0,Nvidia GeForce MX,Windows 10,2.63,63936.0
719,Lenovo,Ultrabook,14.0,2560x1440,2560,1440,0,1,0,1,0,Intel Core i7,2.5,8,0,512,0,Intel HD Graphics,Windows 10,1.17,89864.17920000003
720,HP,2 in 1 Convertible,13.3,1366x768,1366,768,1,0,0,1,1,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.58,44574.04799999998
721,Lenovo,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.32,79866.72000000007
722,Dell,Gaming,17.3,3840x2160,3840,2160,0,0,1,0,0,Intel Core i7,2.8,32,1000,1000,0,Nvidia GeForce GTX,Windows 10,4.36,194972.832
723,MSI,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.7,71847.0144
724,Lenovo,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,4,1000,0,0,Intel HD Graphics,No OS,1.9,26101.87199999998
725,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,1.6,8,1000,128,0,AMD Radeon,Windows 10,2.2,38308.31999999998
726,Dell,2 in 1 Convertible,13.3,1920x1080,1920,1080,1,0,0,0,1,Intel Core i3,2.4,4,1000,0,0,Intel HD Graphics,Windows 10,1.71,34578.71999999998
727,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,8,1000,0,0,AMD Radeon,Linux,2.32,31409.625600000014
728,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,AMD A-Series,3.0,4,1000,0,0,AMD Radeon,Windows 10,2.1,26053.92000000001
729,Acer,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.6,16,1000,128,0,Nvidia GeForce GTX,Windows 10,4.2,103096.79999999993
730,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,12,1000,0,0,Intel HD Graphics,Windows 10,2.25,34578.71999999998
731,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,AMD A-Series,3.0,6,1000,128,0,AMD Radeon,Windows 10,2.1,34632.0
732,Acer,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,4,500,0,0,Intel HD Graphics,Windows 10,2.4,29783.520000000026
733,Lenovo,Notebook,13.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.44,51148.79999999996
734,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,4,1000,0,0,Intel HD Graphics,Windows 10,1.85,41505.12000000003
735,HP,Workstation,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,0,256,0,Nvidia Quadro,Windows 10,2.6,128884.32000000005
736,Dell,2 in 1 Convertible,13.3,1920x1080,1920,1080,1,0,0,0,1,Intel Core i5,1.6,8,1000,0,0,Intel UHD Graphics,Windows 10,1.55,35111.52
737,MSI,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,1000,256,0,Nvidia GeForce GTX,Windows 10,1.8,111593.89440000006
738,Acer,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,4,500,0,0,Intel HD Graphics,Windows 10,2.4,21887.423999999988
739,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,1000,128,0,Nvidia GeForce MX,Windows 10,2.0,64308.96000000001
740,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,8,0,256,0,Intel HD Graphics,Windows 10,2.0,35431.19999999997
741,Toshiba,Notebook,14.0,1920x1080,1920,1080,1,0,0,1,1,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.25,81784.80000000006
742,Lenovo,2 in 1 Convertible,14.0,1920x1080,1920,1080,1,0,0,0,1,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.7,53226.71999999997
743,Lenovo,Workstation,15.6,3840x2160,3840,2160,0,0,1,1,0,Intel Core i7,2.8,16,0,1000,0,Nvidia Quadro,Windows 10,2.5,175770.7200000001
744,Acer,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.6,2,0,0,32,Intel HD Graphics,Chrome OS,1.68,17582.400000000012
745,Samsung,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,16,0,256,0,Intel HD Graphics,Windows 10,0.81,87858.71999999993
746,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i3,2.0,8,0,256,0,Intel HD Graphics,Windows 10,1.86,28717.920000000013
747,Dell,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.6,60031.10880000005
748,HP,Workstation,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Processor,2.9,16,0,256,0,Nvidia Quadro,Windows 7,3.0,233845.9199999999
749,Lenovo,Netbook,11.6,1366x768,1366,768,1,0,0,0,1,Intel Celeron Dual,1.6,4,0,128,0,Intel HD Graphics,Windows 10,1.4,25308.0
750,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.4,8,0,256,0,Intel HD Graphics,Windows 10,1.84,101232.00000000003
751,Asus,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.3,4,1000,0,0,Nvidia GeForce GTX,No OS,2.45,30849.119999999984
752,Lenovo,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,4,0,180,0,Intel HD Graphics,Windows 10,1.7,58394.879999999976
753,Asus,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i7,2.7,4,0,256,0,Intel HD Graphics,Windows 10,2.37,45282.67199999997
754,Lenovo,2 in 1 Convertible,13.3,3200x1800,3200,1800,0,0,1,1,1,Intel Core i5,1.8,8,0,256,0,Intel HD Graphics,Windows 10,1.3,63882.719999999994
755,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.2,58554.71999999999
756,HP,Workstation,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.6,8,0,256,0,Nvidia Quadro,Windows 7,2.59,83170.08000000002
757,Dell,Gaming,15.6,3840x2160,3840,2160,0,0,1,1,0,Intel Core i7,2.8,16,1000,256,0,Nvidia GeForce GTX,Windows 10,4.42,152859.78719999988
758,Acer,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,4,0,256,0,Intel HD Graphics,Windows 10,2.1,31914.720000000027
759,Lenovo,Gaming,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.5,55837.439999999995
760,Dell,Ultrabook,12.5,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,0,256,0,Intel HD Graphics,Windows 10,1.18,99047.51999999993
761,Google,Ultrabook,12.3,2400x1600,2400,1600,0,1,0,0,1,Intel Core i5,1.2,8,0,256,0,Intel HD Graphics,Chrome OS,1.1,83063.52
762,Asus,Ultrabook,13.3,3200x1800,3200,1800,0,0,1,1,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.2,60153.12000000004
763,Dell,Notebook,13.3,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,4,500,0,0,Intel HD Graphics,Windows 10,1.65,45234.71999999998
764,Acer,Notebook,13.3,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.3,4,0,128,0,Intel HD Graphics,Windows 10,1.6,34898.40000000002
765,Asus,Notebook,17.3,1366x768,1366,768,1,0,0,0,0,Intel Pentium Quad,1.1,4,1000,0,0,Nvidia GeForce MX,Windows 10,2.8,25059.715199999995
766,Dell,Gaming,15.6,3840x2160,3840,2160,0,0,1,1,1,Intel Core i7,2.6,16,1000,128,0,Nvidia GeForce GTX,Windows 10,2.72,58554.71999999999
767,Samsung,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,0,1,Intel Core i7,2.7,8,0,256,0,Intel HD Graphics,Windows 10,1.31,85194.72
768,Acer,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Pentium Quad,1.1,4,1000,0,0,Intel HD Graphics,Linux,2.1,15877.439999999988
769,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,16,0,256,0,AMD Radeon,Windows 10,2.3,62938.06559999998
770,Samsung,2 in 1 Convertible,15.0,1920x1080,1920,1080,1,0,0,0,1,Intel Core i7,2.7,16,0,256,0,AMD Radeon,Windows 10,1.71,95850.71999999996
771,Toshiba,Notebook,14.0,1366x768,1366,768,1,0,0,1,0,Intel Core i5,2.3,4,0,128,0,Intel HD Graphics,Windows 10,1.75,54345.59999999999
772,Dell,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,1000,0,0,Nvidia GeForce GTX,Windows 10,2.62,58554.71999999999
773,HP,Ultrabook,12.5,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.3,4,0,256,0,Intel HD Graphics,Windows 10,1.26,66280.31999999993
774,Asus,2 in 1 Convertible,15.6,1920x1080,1920,1080,1,0,0,0,1,Intel Core i7,2.7,12,2000,0,0,Nvidia GeForce MX,Windows 10,2.3,44701.92000000003
775,Lenovo,Notebook,15.6,3840x2160,3840,2160,0,0,1,0,0,Intel Core i7,2.7,16,0,512,0,Nvidia Quadro,Windows 7,2.5,126273.59999999996
776,Acer,Notebook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i3,2.4,4,0,128,0,Intel HD Graphics,Windows 10,1.8,33886.08000000001
777,Razer,Gaming,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,0,512,0,Nvidia GeForce GTX,Windows 10,1.95,154458.71999999994
778,Asus,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Processor,1.1,8,0,128,0,Intel HD Graphics,Windows 10,2.0,31003.632000000023
779,Dell,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,32,1000,1000,0,Nvidia GeForce GTX,Windows 10,4.42,191211.26400000014
780,Asus,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.6,16,1000,256,0,Nvidia GeForce GTX,Windows 10,4.3,125207.99999999991
781,Toshiba,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.6,16,0,512,0,Nvidia GeForce M,Windows 10,1.47,93985.91999999994
782,Lenovo,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Processor,1.6,8,1000,0,0,Intel HD Graphics,No OS,2.2,17529.119999999984
783,Lenovo,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,16,0,512,0,Intel HD Graphics,Windows 10,1.7,122490.72
784,MSI,Gaming,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,16,1000,256,0,Nvidia GeForce GTX,Windows 10,1.6,100752.48000000001
785,MSI,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.2,58021.91999999995
786,Lenovo,Gaming,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,4,1000,0,0,Nvidia GeForce GTX,Windows 10,2.4,53226.71999999997
787,Acer,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,16,1000,256,0,Nvidia GeForce GTX,Windows 10,4.2,122490.72
788,Dell,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Nvidia GeForce GTX,Windows 10,2.62,52480.8
789,Asus,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.24,71341.91999999997
790,Vero,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Celeron Dual,1.1,4,0,0,32,Intel HD Graphics,Windows 10,1.22,10810.512000000008
791,Lenovo,2 in 1 Convertible,13.3,1920x1080,1920,1080,1,0,0,1,1,Intel Core i7,2.7,8,0,512,0,Intel HD Graphics,Windows 10,1.37,104961.60000000002
792,Lenovo,2 in 1 Convertible,15.6,1920x1080,1920,1080,1,0,0,0,1,Intel Core i5,2.5,8,0,256,0,AMD Radeon,Windows 10,2.08,51095.51999999997
793,Apple,Ultrabook,12.0,2304x1440,2304,1440,0,1,0,1,0,Intel Core M,1.2,8,0,0,512,Intel HD Graphics,Mac X,0.92,62071.19999999998
794,Lenovo,2 in 1 Convertible,14.0,2560x1440,2560,1440,0,1,0,1,1,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.42,124142.39999999998
795,Asus,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.1,4,0,0,32,Intel HD Graphics,Windows 10,1.63,15930.719999999992
796,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,8,0,128,0,Intel HD Graphics,Windows 10,1.95,43156.800000000025
797,Lenovo,2 in 1 Convertible,13.9,1920x1080,1920,1080,1,0,0,1,1,Intel Core i7,2.7,8,0,256,0,Intel HD Graphics,Windows 10,1.38,71874.72000000006
798,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i3,2.0,8,0,256,0,AMD Radeon,Windows 10,2.0,39373.919999999984
799,HP,Workstation,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,0,256,0,Nvidia Quadro,Windows 10,3.14,110017.87200000008
800,Asus,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,2.37,58554.71999999999
